model_name,layer_name,submit_time_ts,end_time_ts,structure_start_ts,structure_end_ts,init_weight_start_ts,init_weight_end_ts,weight_start_ts,weight_end_ts,weight_preload_start_ts,weight_preload_end_ts,compute_start_ts,compute_end_ts,
resnet101,relu,2661507.158764306,2661507.162007389,2661507.161649028,2661507.16166903,2661507.161669197,2661507.161673914,2661507.161676895,2661507.161859801,,,2661507.161860707,2661507.162006809,
resnet101,maxpool,2661507.158764306,2661507.16277352,2661507.162010894,2661507.162044269,2661507.162044435,2661507.162048829,2661507.16205163,2661507.162214712,,,2661507.162215584,2661507.162773008,
resnet101,layer1,2661507.158764306,2661507.180873401,2661507.162776465,2661507.165542109,2661507.165542359,2661507.167224135,2661507.167227711,2661507.172575221,,,2661507.172576309,2661507.180872743,
resnet101,layer2,2661507.158764306,2661507.223245222,2661507.180876852,2661507.196899001,2661507.196899228,2661507.205206663,2661507.20521061,2661507.213634221,,,2661507.213635334,2661507.223244172,
resnet101,layer3,2661507.158764306,2661507.712757207,2661507.223249792,2661507.389201914,2661507.38920217,2661507.550822275,2661507.550831089,2661507.662598694,,,2661507.662600541,2661507.712756012,
resnet101,layer4,2661507.158764306,2661507.954227484,2661507.712766021,2661507.804567411,2661507.804567734,2661507.892209784,2661507.892216658,2661507.940677627,,,2661507.940679228,2661507.954225841,
resnet101,avgpool,2661507.158764306,2661507.958976101,2661507.954236194,2661507.954277278,2661507.954277575,2661507.95428932,2661507.954295315,2661507.958739904,,,2661507.958741609,2661507.95897525,
resnet101,fc,2661507.158764306,2661507.986031606,2661507.958985023,2661507.970511625,2661507.970511896,2661507.982241051,2661507.982246324,2661507.985704693,,,2661507.985705823,2661507.986030703,
resnet152,conv1,2661508.337221296,2661508.338905182,2661508.337223319,2661508.337487863,2661508.337488026,2661508.337583776,2661508.337598054,2661508.338188358,,,2661508.338189733,2661508.338904216,
resnet152,bn1,2661508.337221296,2661508.340338204,2661508.338913019,2661508.339123425,2661508.339123667,2661508.33914878,2661508.339154072,2661508.339950397,,,2661508.339951359,2661508.34033751,
resnet152,relu,2661508.337221296,2661508.34071491,2661508.340342146,2661508.340362393,2661508.340362565,2661508.340367554,2661508.340370463,2661508.340560689,,,2661508.340561627,2661508.340714366,
resnet152,maxpool,2661508.337221296,2661508.341527718,2661508.340718326,2661508.340758082,2661508.340758307,2661508.340763004,2661508.340766181,2661508.340953548,,,2661508.340954481,2661508.341527255,
resnet152,layer1,2661508.337221296,2661508.360448176,2661508.341530745,2661508.345046483,2661508.34504674,2661508.346989805,2661508.346993303,2661508.352494824,,,2661508.352495992,2661508.360447544,
resnet152,layer2,2661508.337221296,2661508.430438274,2661508.360452068,2661508.377712808,2661508.377713036,2661508.393557311,2661508.393561461,2661508.409693227,,,2661508.40969442,2661508.430437293,
